text,service,label
Kami ingin instansi kami membutuhkan konsultasi strategi terkait implementasi kerangka kerja Satu Data Indonesia agar integrasi informasi antar lembaga pemerintah bisa berjalan harmonis tanpa ada tumpang tindih data.,IT Strategy Consulting,Government
"Halo, kita membutuhkan konsultasi strategi terkait implementasi kerangka kerja Satu Data Indonesia agar integrasi informasi antar lembaga dinas bisa berjalan harmonis tanpa ada tumpang tindih data.",IT Strategy Consulting,Government
Dinas perhubungan membutuhkan aplikasi mobile yang dapat diakses warga secara luas untuk melaporkan kemacetan atau kerusakan fasilitas jalan umum secara langsung dengan koordinat GPS yang tepat.,Government Solutions,Government
"Halo, dinas perhubungan membutuhkan platform mobile yg dapat diakses warga secara luas untuk melaporkan kemacetan atau kerusakan fasilitas jalan umum secara langsung dengan koordinat GPS yg tepat.",Government Solutions,Government
"Halo, dinas perhubungan membutuhkan platform mobile yang dapat diakses warga secara luas untuk melaporkan kemacetan atau kerusakan fasilitas jalan umum secara langsung dengan koordinat GPS yang tepat.",Government Solutions,Government
Apakah bisa dinas perhubungan membutuhkan app mobile yang dapat diakses warga secara luas untuk melaporkan kemacetan atau kerusakan fasilitas jalan umum secara langsung dengan koordinat GPS yang tepat.,Government Solutions,Government
Kami ingin dinas perhubungan membutuhkan software mobile yang dapat diakses warga secara luas untuk melaporkan kemacetan atau kerusakan fasilitas jalan umum secara langsung pake koordinat GPS yang tepat.,Government Solutions,Government
Kami memerlukan migrasi infrastruktur data center pemerintah provinsi ke dalam lingkungan cloud resmi pemerintah (Pusat Data Nasional) sesuai dengan arahan kebijakan transformasi digital terbaru dari pusat.,Cloud Infrastructure & Migration,Government
Butuh bantuan untuk saya memerlukan migrasi infrastruktur data center pemda provinsi ke dalam lingkungan cloud resmi pemda (Pusat Data Nasional) sesuai dengan arahan kebijakan transformasi digital terbaru dari pusat.,Cloud Infrastructure & Migration,Government
Apakah bisa instansi kami memerlukan migrasi infrastruktur data center dinas provinsi ke dalam lingkungan cloud resmi dinas (Pusat Data Nasional) sesuai dengan arahan kebijakan transformasi digital terbaru dari pusat.,Cloud Infrastructure & Migration,Government
"Halo, kita memerlukan migrasi infrastruktur data center dinas provinsi ke dalam lingkungan cloud resmi dinas (Pusat Data Nasional) sesuai dengan arahan kebijakan transformasi digital terbaru dari pusat.",Cloud Infrastructure & Migration,Government
"Mohon info, saya memerlukan migrasi infrastruktur data center pemda provinsi ke dalam lingkungan cloud resmi pemda (Pusat Data Nasional) sesuai dengan arahan kebijakan transformasi digital terbaru dari pusat.",Cloud Infrastructure & Migration,Government
Dinas kesehatan perlu membangun sistem rekam medis elektronik yang saling terhubung antar puskesmas di seluruh kabupaten agar riwayat pengobatan pasien dapat dipantau dengan mudah dari mana saja.,Government Solutions,Government
Apakah bisa dinas kesehatan perlu membangun sistem rekam medis elektronik yang saling terhubung antar puskesmas di seluruh kabupaten agar riwayat pengobatan pasien dapat dipantau dengan mudah dari mana saja.,Government Solutions,Government
"Mohon info, dinas kesehatan perlu membangun sistem rekam medis elektronik yang saling terhubung antar puskesmas di seluruh kabupaten agar riwayat pengobatan pasien dapat dipantau dengan mudah dari mana saja.",Government Solutions,Government
Instansi pemadam kebakaran membutuhkan sistem peringatan dini dan pemantauan titik api menggunakan citra satelit yang dapat dimonitor secara real-time dari ruang kendali pusat komando.,Government Solutions,Government
Apakah bisa instansi pemadam kebakaran membutuhkan sistem peringatan dini dan pemantauan titik api menggunakan citra satelit yang dapat dimonitor secara real-time dari ruang kendali pusat komando.,Government Solutions,Government
"Mohon info, instansi pemadam kebakaran membutuhkan sistem peringatan dini dan pemantauan titik api menggunakan citra satelit yng dapat dimonitor secara real-time dari ruang kendali pusat komando.",Government Solutions,Government
Kami butuh bantuan dalam menyusun kebijakan keamanan siber internal untuk seluruh pegawai pemerintah kota agar sadar akan bahaya phishing dan bisa menjaga keamanan akun dinas masing-masing.,Cybersecurity Audit,Government
Kami ingin saya butuh bantuan dalam menyusun kebijakan keamanan siber internal untuk seluruh pegawai pemerintahan kota agar sadar akan bahaya phishing dan bisa menjaga keamanan akun dinas masing-masing.,Cybersecurity Audit,Government
kami butuh bantuan dalam menyusun kebijakan keamanan siber internal untuk seluruh pegawai pemerintah kota agar sadar akan bahaya phishing dan bisa menjaga keamanan akun dinas masing-masing.,Cybersecurity Audit,Government
"Mohon info, saya butuh bantuan dalam menyusun kebijakan keamanan siber internal untuk seluruh pegawai pemda kota agar sadar akan bahaya phishing dan bisa menjaga keamanan akun dinas masing-masing.",Cybersecurity Audit,Government
saya butuh bantuan dalam menyusun kebijakan keamanan siber internal untuk seluruh pegawai pemerintahan kota agar sadar akan bahaya phishing dan bisa menjaga keamanan akun dinas masing-masing.,Cybersecurity Audit,Government
The Ministry of Education is looking for a scalable e-learning platform to support distance learning for thousands of students in remote areas with limited internet connectivity issues.,Government Solutions,Government
Apakah bisa the Ministry of Education is looking for a scalable e-learning platform to support distance learning for thousands of students in remote areas with limited internet connectivity issues.,Government Solutions,Government
Pemerintah daerah kami butuh sistem e-procurement yang transparan untuk mengelola seluruh proyek pengadaan barang dan jasa agar terhindar dari praktik korupsi dan kolusi selama proses lelang.,Government Solutions,Government
Apakah bisa pemerintahan daerah kita butuh sistem e-procurement yang transparan untuk mengelola seluruh proyek pengadaan barang dan jasa agar terhindar dari praktik korupsi dan kolusi selama proses lelang.,Government Solutions,Government
Apakah bisa pemerintah daerah saya butuh sistem e-procurement yang transparan untuk mengelola seluruh proyek pengadaan barang dan jasa agar terhindar dari praktik korupsi dan kolusi selama proses lelang.,Government Solutions,Government
Kami ingin dinas daerah instansi kami butuh sistem e-procurement yang transparan untuk mengelola seluruh proyek pengadaan barang dan jasa agar terhindar dari praktik korupsi dan kolusi selama proses lelang.,Government Solutions,Government
Kami ingin pemda daerah instansi kami butuh sistem e-procurement yang transparan untuk mengelola seluruh proyek pengadaan barang dan jasa agar terhindar dari praktik korupsi dan kolusi selama proses lelang.,Government Solutions,Government
"Dinas Pariwisata ingin membuat portal informasi digital yang berisi peta lokasi wisata, jadwal event, dan pemesanan tiket online untuk menarik lebih banyak kunjungan wisatawan ke daerah kami.",Government Solutions,Government
"Apakah bisa dinas Pariwisata mau membuat portal informasi digital yang berisi peta lokasi wisata, jadwal event, dan pemesanan tiket online utk menarik lebih banyak kunjungan wisatawan ke daerah perusahaan kami.",Government Solutions,Government
"Halo, dinas Pariwisata bermaksud membuat portal informasi digital yang berisi peta lokasi wisata, jadwal event, dan pemesanan tiket online untuk menarik lebih banyak kunjungan wisatawan ke daerah kita.",Government Solutions,Government
"Kami ingin dinas Pariwisata perlu membuat portal informasi digital yang berisi peta lokasi wisata, jadwal event, dan pemesanan tiket online untuk menarik lebih banyak kunjungan wisatawan ke daerah saya.",Government Solutions,Government
"Dinas Pariwisata butuh membuat portal informasi digital yang berisi peta lokasi wisata, jadwal event, dan pemesanan tiket online untuk menarik lebih banyak kunjungan wisatawan ke daerah kami.",Government Solutions,Government
Audit infrastruktur jaringan di kantor dinas pendidikan sangat diperlukan karena koneksi internet sering terputus dan menghambat sistem pendaftaran sekolah online yang sedang berlangsung saat ini.,Cybersecurity Audit,Government
Apakah bisa audit infrastruktur jaringan di kantor dinas pendidikan sangat diperlukan karena koneksi internet sering terputus dan menghambat sistem pendaftaran sekolah online yang sedang berlangsung saat ini.,Cybersecurity Audit,Government
Kami membutuhkan roadmap strategis untuk digitalisasi sektor pertanian guna membantu petani lokal dalam memantau harga pasar dan mendapatkan bantuan pupuk secara tepat sasaran melalui aplikasi.,IT Strategy Consulting,Government
"Mohon info, saya membutuhkan roadmap strategis untuk digitalisasi sektor pertanian guna membantu petani lokal dalam memantau harga pasar dan mendapatkan bantuan pupuk secara tepat sasaran melalui software.",IT Strategy Consulting,Government
Apakah bisa saya membutuhkan roadmap strategis untuk digitalisasi sektor pertanian guna membantu petani lokal dalam memantau harga pasar dan mendapatkan bantuan pupuk secara tepat sasaran melalui platform.,IT Strategy Consulting,Government
"Halo, saya membutuhkan roadmap strategis untuk digitalisasi sektor pertanian guna membantu petani lokal dalam memantau harga pasar dan mendapatkan bantuan pupuk secara tepat sasaran melalui sistem.",IT Strategy Consulting,Government
kami membutuhkan roadmap strategis untuk digitalisasi sektor pertanian guna membantu petani lokal dalam memantau harga pasar dan mendapatkan bantuan pupuk secara tepat sasaran melalui sistem.,IT Strategy Consulting,Government
Kementerian Lingkungan Hidup ingin membangun dashboard pemantauan kualitas udara dan air secara nasional yang datanya diambil dari sensor IoT yang tersebar di wilayah industri.,Government Solutions,Government
Kami ingin kementerian Lingkungan Hidup bermaksud membangun dashboard pemantauan kualitas udara dan air secara nasional yang datanya diambil dari sensor IoT yang tersebar di wilayah industri.,Government Solutions,Government
Kami ingin kementerian Lingkungan Hidup butuh membangun dashboard pemantauan kualitas udara dan air secara nasional yang datanya diambil dari sensor IoT yang tersebar di wilayah industri.,Government Solutions,Government
Kementerian Lingkungan Hidup mau membangun dashboard pemantauan kualitas udara dan air secara nasional yang datanya diambil dari sensor IoT yang tersebar di wilayah industri.,Government Solutions,Government
Pengembangan sistem manajemen pengaduan warga yang responsif sangat mendesak bagi pemerintah kota agar setiap keluhan masyarakat dapat segera ditindaklanjuti oleh dinas terkait dalam waktu 24 jam.,Government Solutions,Government
Butuh bantuan untuk pengembangan sistem manajemen pengaduan warga yang responsif sangat mendesak bagi pemerintahan kota agar setiap keluhan masyarakat dapat urgent ditindaklanjuti oleh dinas terkait dalam waktu 24 jam.,Government Solutions,Government
Pengembangan sistem manajemen pengaduan warga yang responsif sangat mendesak bagi dinas kota agar setiap keluhan masyarakat dapat segera ditindaklanjuti oleh dinas terkait dalam waktu 24 jam.,Government Solutions,Government
Apakah bisa pengembangan sistem manajemen pengaduan warga yang responsif sangat mendesak bagi dinas kota agar setiap keluhan masyarakat dapat segera ditindaklanjuti oleh dinas terkait dalam waktu 24 jam.,Government Solutions,Government
"Mohon info, pengembangan sistem manajemen pengaduan warga yang responsif sangat mendesak bagi pemerintahan kota agar setiap keluhan masyarakat dapat secepatnya ditindaklanjuti oleh dinas terkait dalam waktu 24 jam.",Government Solutions,Government
Saya butuh aplikasi kasir sederhana untuk warung bakso saya yang baru buka.,Custom Software Development,SME
"Halo, saya butuh app kasir sederhana untuk warung bakso saya yang baru buka.",Custom Software Development,SME
Saya butuh sistem kasir sederhana untuk warung bakso saya yang baru buka.,Custom Software Development,SME
Kami ingin saya butuh aplikasi kasir sederhana buat warung bakso saya yang baru buka.,Custom Software Development,SME
Bagaimana cara membuat katalog produk online untuk toko baju rumahan?,Custom Software Development,SME
Kami ingin bagaimana cara membuat katalog produk online utk toko baju rumahan?,Custom Software Development,SME
Apakah bisa bagaimana cara membuat katalog produk online untuk toko baju rumahan?,Custom Software Development,SME
Usaha dagang kecil saya ingin punya website sendiri biar kelihatan profesional.,Custom Software Development,SME
"Mohon info, usaha dagang kecil saya perlu punya website sendiri biar kelihatan profesional.",Custom Software Development,SME
Usaha dagang kecil saya butuh punya website sendiri biar kelihatan profesional.,Custom Software Development,SME
Apakah bisa usaha dagang kecil saya perlu punya website sendiri biar kelihatan profesional.,Custom Software Development,SME
Apakah ada paket pembuatan website yang murah dan terjangkau untuk pemula?,Custom Software Development,SME
Apakah ada paket pembuatan website yang ekonomis dan terjangkau untuk pemula?,Custom Software Development,SME
Apakah ada paket pembuatan website yng murah dan terjangkau untuk pemula?,Custom Software Development,SME
Apakah ada paket pembuatan website yang hemat budget dan terjangkau buat pemula?,Custom Software Development,SME
Apakah ada paket pembuatan website yang terjangkau dan terjangkau untuk pemula?,Custom Software Development,SME
"Saya masih gaptek tentang internet, mau belajar cara jualan online dan kelola stok usaha.",IT Strategy Consulting,SME
"Butuh bantuan untuk saya masih gaptek tentang internet, mau belajar cara jualan online dan kelola stok usaha.",IT Strategy Consulting,SME
"Saya masih gaptek tentang internet, mau belajar cara jualan online & kelola stok usaha.",IT Strategy Consulting,SME
"Mohon info, saya masih gaptek tentang internet, mau belajar cara jualan online dan kelola stok usaha.",IT Strategy Consulting,SME
Butuh landing page sederhana untuk promosi kerajinan tangan UKM di Instagram.,Custom Software Development,SME
Butuh landing page sederhana buat promosi kerajinan tangan UKM di Instagram.,Custom Software Development,SME
Konsultasi budget hemat untuk usaha rintisan kuliner yang ingin pindah ke digital.,IT Strategy Consulting,SME
Apakah bisa konsultasi budget hemat untuk usaha rintisan kuliner yang mau pindah ke digital.,IT Strategy Consulting,SME
Apakah bisa konsultasi budget hemat untuk usaha rintisan kuliner yang ingin pindah ke digital.,IT Strategy Consulting,SME
"Halo, konsultasi budget hemat untuk usaha rintisan kuliner yang mau pindah ke digital.",IT Strategy Consulting,SME
Konsultasi budget hemat buat usaha rintisan kuliner yg mau pindah ke digital.,IT Strategy Consulting,SME
Mau buat toko online sendiri tanpa ribet karena saya cuma sendiri kelola warung.,Custom Software Development,SME
"Mohon info, mau buat toko online sendiri tanpa ribet karena saya cuma sendiri kelola warung.",Custom Software Development,SME
"Halo, mau buat toko online sendiri tanpa ribet karena saya cuma sendiri kelola warung.",Custom Software Development,SME
Bisa bikinin aplikasi kasir yang gampang dipakai untuk toko kelontong kecil?,Custom Software Development,SME
Bisa bikinin sistem kasir yang gampang dipakai untuk toko kelontong kecil?,Custom Software Development,SME
"Mohon info, bisa bikinin sistem kasir yang gampang dipakai untuk toko kelontong kecil?",Custom Software Development,SME
Kami ingin bisa bikinin software kasir yang gampang dipakai untuk toko kelontong kecil?,Custom Software Development,SME
Berapa biaya pembuatan web sederhana untuk usaha laundry kiloan saya?,Custom Software Development,SME
"Mohon info, berapa biaya pembuatan web sederhana buat usaha laundry kiloan saya?",Custom Software Development,SME
"Halo, berapa biaya pembuatan web sederhana untuk usaha laundry kiloan saya?",Custom Software Development,SME
Kami ingin berapa biaya pembuatan web sederhana untuk usaha laundry kiloan saya?,Custom Software Development,SME
Butuh bantuan untuk berapa biaya pembuatan web sederhana untuk usaha laundry kiloan saya?,Custom Software Development,SME
Pengen konsul cara optimasi penjualan di marketplace dan website untuk bisnis kecil.,IT Strategy Consulting,SME
Apakah bisa pengen konsul cara optimasi penjualan di marketplace dan website untuk bisnis kecil.,IT Strategy Consulting,SME
"Mohon info, pengen konsul cara optimasi penjualan di marketplace dan website untuk bisnis kecil.",IT Strategy Consulting,SME
Kami ingin pengen konsul cara optimasi penjualan di marketplace dan website untuk bisnis kecil.,IT Strategy Consulting,SME
"Saya punya bengkel motor kecil, butuh aplikasi catat servis dan pembukuan harian.",Custom Software Development,SME
"Apakah bisa saya punya bengkel motor kecil, butuh app catat servis dan pembukuan harian.",Custom Software Development,SME
"Kami ingin saya punya bengkel motor kecil, butuh sistem catat servis & pembukuan harian.",Custom Software Development,SME
"Saya punya bengkel motor kecil, butuh software catat servis dan pembukuan harian.",Custom Software Development,SME
"Apakah bisa saya punya bengkel motor kecil, butuh platform catat servis dan pembukuan harian.",Custom Software Development,SME
Apakah bisa buatkan website profil toko furniture rumahan dengan harga bersahabat?,Custom Software Development,SME
Apakah bisa buatkan website profil toko furniture rumahan pakai harga bersahabat?,Custom Software Development,SME
"Usaha kecil saya sering kehilangan data catatan kertas, mau pindah ke sistem digital sederhana.",Cloud Infrastructure & Migration,SME
"Halo, usaha kecil saya sering kehilangan data catatan kertas, mau pindah ke sistem digital sederhana.",Cloud Infrastructure & Migration,SME
"Apakah bisa usaha kecil saya sering kehilangan data catatan kertas, mau pindah ke sistem digital sederhana.",Cloud Infrastructure & Migration,SME
Butuh bantuan setting email bisnis dan domain untuk toko online rintisan.,Cloud Infrastructure & Migration,SME
Butuh bantuan setting email bisnis dan domain buat toko online rintisan.,Cloud Infrastructure & Migration,SME
Kami adalah komunitas pengrajin batik lokal yang butuh website promosi wisata dan produk.,Custom Software Development,SME
"Halo, kita adalah komunitas pengrajin batik lokal yang butuh website promosi wisata dan produk.",Custom Software Development,SME
"Halo, perusahaan kami adalah komunitas pengrajin batik lokal yang butuh website promosi wisata dan produk.",Custom Software Development,SME
Butuh bantuan untuk perusahaan kami adalah komunitas pengrajin batik lokal yng butuh website promosi wisata dan produk.,Custom Software Development,SME
Apakah bisa saya adalah komunitas pengrajin batik lokal yang butuh website promosi wisata dan produk.,Custom Software Development,SME
Toko roti saya mau pasang sistem pesanan online lewat whatsapp dan website kecil.,Custom Software Development,SME
Apakah bisa toko roti saya mau pasang sistem pesanan online lewat whatsapp dan website kecil.,Custom Software Development,SME
Kami ingin toko roti saya mau pasang sistem pesanan online lewat whatsapp dan website kecil.,Custom Software Development,SME
"Halo, toko roti saya mau pasang sistem pesanan online lewat whatsapp & website kecil.",Custom Software Development,SME
Butuh bantuan untuk toko roti saya mau pasang sistem pesanan online lewat whatsapp & website kecil.,Custom Software Development,SME
Mau tanya jasa bikin web e-commerce sederhana dengan budget maksimal 5 juta.,Custom Software Development,SME
"Halo, mau tanya jasa mengembangkan web e-commerce sederhana dengan budget maksimal 5 juta.",Custom Software Development,SME
"Mohon info, mau tanya jasa membuat web e-commerce sederhana dengan budget maksimal 5 juta.",Custom Software Development,SME
Butuh bantuan untuk mau tanya jasa membuat web e-commerce sederhana dengan budget maksimal 5 juta.,Custom Software Development,SME
Mau tanya jasa buat web e-commerce sederhana dengan budget maksimal 5 juta.,Custom Software Development,SME
Bagaimana cara mengamankan data pelanggan di website toko kecil saya agar tidak diretas?,Cybersecurity Audit,SME
Kami ingin bagaimana cara mengamankan data pelanggan di website toko kecil saya agar tidak diretas?,Cybersecurity Audit,SME
"Mohon info, bagaimana cara mengamankan data pelanggan di website toko kecil saya agar tidak diretas?",Cybersecurity Audit,SME
Butuh bantuan untuk bagaimana cara mengamankan data pelanggan di website toko kecil saya agar tidak diretas?,Cybersecurity Audit,SME
"Saya pemula di bisnis kopi susu, butuh sistem POS yang simpel dan hemat.",Custom Software Development,SME
"Butuh bantuan untuk saya pemula di bisnis kopi susu, butuh sistem POS yang simpel dn hemat.",Custom Software Development,SME
"Halo, saya pemula di bisnis kopi susu, butuh sistem POS yang simpel dan hemat.",Custom Software Development,SME
"Mohon info, saya pemula di bisnis kopi susu, butuh sistem POS yang simpel dan hemat.",Custom Software Development,SME
"Apakah bisa saya pemula di bisnis kopi susu, butuh sistem POS yang simpel dan hemat.",Custom Software Development,SME
Pelatihan dan pendampingan IT untuk pelaku UMKM daerah agar bisa go digital.,IT Strategy Consulting,SME
"Mohon info, pelatihan dan pendampingan IT untuk pelaku warung daerah agar bisa go digital.",IT Strategy Consulting,SME
"Halo, pelatihan dan pendampingan IT untuk pelaku toko daerah agar bisa go digital.",IT Strategy Consulting,SME
"Mohon info, pelatihan dan pendampingan IT untuk pelaku umkm daerah agar bisa go digital.",IT Strategy Consulting,SME
Apakah bisa pelatihan & pendampingan IT untuk pelaku usaha kecil daerah agar bisa go digital.,IT Strategy Consulting,SME
Pembuatan website katalog murah untuk promosi produk camilan tradisional ukm.,Custom Software Development,SME
Apakah bisa pembuatan website katalog murah untuk promosi produk camilan tradisional ukm.,Custom Software Development,SME
Pembuatan website katalog ekonomis untuk promosi produk camilan tradisional ukm.,Custom Software Development,SME
"Mohon info, pembuatan website katalog murah untuk promosi produk camilan tradisional ukm.",Custom Software Development,SME
Aplikasi pencatatan keuangan harian untuk pedagang pasar tradisional.,Custom Software Development,SME
"Halo, software pencatatan keuangan harian untuk pedagang pasar tradisional.",Custom Software Development,SME
Apakah bisa aplikasi pencatatan keuangan harian untuk pedagang pasar tradisional.,Custom Software Development,SME
"Halo, aplikasi pencatatan keuangan harian untuk pedagang pasar tradisional.",Custom Software Development,SME
Butuh bantuan untuk app pencatatan keuangan harian untuk pedagang pasar tradisional.,Custom Software Development,SME
Kami dari koperasi ukm membutuhkan sistem informasi anggota yang sederhana.,Custom Software Development,SME
kami dari koperasi ukm membutuhkan sistem informasi anggota yang sederhana.,Custom Software Development,SME
Apakah bisa kita dari koperasi ukm membutuhkan sistem informasi anggota yg sederhana.,Custom Software Development,SME
Bisnis warung kopi saya mau upgrade punya sistem membership sederhana digital.,Custom Software Development,SME
Butuh bantuan untuk bisnis warung kopi saya mau upgrade punya sistem membership sederhana digital.,Custom Software Development,SME
"Mohon info, bisnis warung kopi saya mau upgrade punya sistem membership sederhana digital.",Custom Software Development,SME
Konsultasi digital marketing dan pembuatan landing page promo diskon toko saya.,IT Strategy Consulting,SME
Kami ingin konsultasi digital marketing dn pembuatan landing page promo diskon toko saya.,IT Strategy Consulting,SME
"Mohon info, konsultasi digital marketing dan pembuatan landing page promo diskon toko saya.",IT Strategy Consulting,SME
Butuh bantuan untuk konsultasi digital marketing dan pembuatan landing page promo diskon toko saya.,IT Strategy Consulting,SME
Apakah bisa konsultasi digital marketing dan pembuatan landing page promo diskon toko saya.,IT Strategy Consulting,SME
Butuh pembenahan website ukm saya yang sering error saat dibuka dari hp.,Custom Software Development,SME
Butuh pembenahan website ukm saya yng sering error saat dibuka dari hp.,Custom Software Development,SME
Aplikasi inventaris barang ringan untuk gudang toko bangunan kecil.,Custom Software Development,SME
"Mohon info, aplikasi inventaris barang ringan untuk gudang toko bangunan kecil.",Custom Software Development,SME
Butuh bantuan untuk platform inventaris barang ringan untuk gudang toko bangunan kecil.,Custom Software Development,SME
Butuh bantuan untuk sistem inventaris barang ringan untuk gudang toko bangunan kecil.,Custom Software Development,SME
Butuh bantuan untuk aplikasi inventaris barang ringan buat gudang toko bangunan kecil.,Custom Software Development,SME
Cara mudah simpan foto produk dan katalog usaha kecil ke cloud agar tidak penuh di hp.,Cloud Infrastructure & Migration,SME
Cara mudah simpan foto produk dn katalog usaha kecil ke cloud agar tidak penuh di hp.,Cloud Infrastructure & Migration,SME
Butuh bantuan untuk cara mudah simpan foto produk dan katalog usaha kecil ke cloud agar tidak penuh di hp.,Cloud Infrastructure & Migration,SME
Jasa pembuatan web instan untuk toko bunga rumahan dengan desain menarik.,Custom Software Development,SME
"Halo, jasa pembuatan web instan untuk toko bunga rumahan dengan desain menarik.",Custom Software Development,SME
Kami ingin jasa pembuatan web instan untuk toko bunga rumahan dengan desain menarik.,Custom Software Development,SME
"Saya baru merintis usaha katering, butuh website pemesanan menu harian simpel.",Custom Software Development,SME
"Halo, saya baru merintis usaha katering, butuh website pemesanan menu harian simpel.",Custom Software Development,SME
"Mohon info, saya baru merintis usaha katering, butuh website pemesanan menu harian simpel.",Custom Software Development,SME
Apakah ada program khusus pengembangan teknologi untuk pelaku ukm dan wirausaha mikro?,IT Strategy Consulting,SME
Apakah ada program khusus pengembangan teknologi utk pelaku ukm dan wirausaha mikro?,IT Strategy Consulting,SME
Apakah ada program khusus pengembangan teknologi buat pelaku ukm dan wirausaha mikro?,IT Strategy Consulting,SME
Sistem kasir berbasis tablet untuk warung makan lesehan keluarga.,Custom Software Development,SME
Apakah bisa sistem kasir berbasis tablet untuk warung makan lesehan keluarga.,Custom Software Development,SME
Pembuatan aplikasi pengingat tagihan untuk toko pulsa dan kuota kecil.,Custom Software Development,SME
Pembuatan app pengingat tagihan untuk toko pulsa dan kuota kecil.,Custom Software Development,SME
Pembuatan software pengingat tagihan untuk toko pulsa dan kuota kecil.,Custom Software Development,SME
Ingin migrasi data pembukuan excel toko ke sistem cloud murah dan mudah.,Cloud Infrastructure & Migration,SME
Apakah bisa ingin migrasi data pembukuan excel toko ke sistem cloud hemat budget dn mudah.,Cloud Infrastructure & Migration,SME
Kami ingin mau migrasi data pembukuan excel toko ke sistem cloud murah & mudah.,Cloud Infrastructure & Migration,SME
Apakah bisa bermaksud migrasi data pembukuan excel toko ke sistem cloud hemat budget dan mudah.,Cloud Infrastructure & Migration,SME
Butuh bantuan untuk mau migrasi data pembukuan excel toko ke sistem cloud terjangkau dn mudah.,Cloud Infrastructure & Migration,SME
Audit keamanan dasar untuk web toko online ukm supaya terhindar dari penipuan.,Cybersecurity Audit,SME
"Mohon info, audit keamanan dasar untuk web toko online ukm supaya terhindar dari penipuan.",Cybersecurity Audit,SME
"Mohon info, audit keamanan dasar utk web toko online ukm supaya terhindar dari penipuan.",Cybersecurity Audit,SME
Kami ingin audit keamanan dasar untuk web toko online ukm supaya terhindar dari penipuan.,Cybersecurity Audit,SME
Bagaimana cara membuat sistem reservasi meja sederhana untuk kedai kopi kecil?,Custom Software Development,SME
"Halo, bagaimana cara membuat sistem reservasi meja sederhana utk kedai kopi kecil?",Custom Software Development,SME
Kami ingin bagaimana cara membuat sistem reservasi meja sederhana untuk kedai kopi kecil?,Custom Software Development,SME
"Mohon info, bagaimana cara membuat sistem reservasi meja sederhana untuk kedai kopi kecil?",Custom Software Development,SME
Kami ukm produsen sepatu lokal butuh website profil dan toko resmi terintegrasi.,Custom Software Development,SME
Butuh bantuan untuk perusahaan kami ukm produsen sepatu lokal butuh website profil dan toko resmi terintegrasi.,Custom Software Development,SME
"Halo, saya ukm produsen sepatu lokal butuh website profil dan toko resmi terintegrasi.",Custom Software Development,SME
kami ukm produsen sepatu lokal butuh website profil & toko resmi terintegrasi.,Custom Software Development,SME
perusahaan kami ukm produsen sepatu lokal butuh website profil dan toko resmi terintegrasi.,Custom Software Development,SME
Jasa setting server cloud murah untuk website toko pakaian online saya.,Cloud Infrastructure & Migration,SME
Jasa setting server cloud hemat budget untuk website toko pakaian online saya.,Cloud Infrastructure & Migration,SME
Butuh bantuan untuk jasa setting server cloud ekonomis untuk website toko pakaian online saya.,Cloud Infrastructure & Migration,SME
Jasa setting server cloud ekonomis untuk website toko pakaian online saya.,Cloud Infrastructure & Migration,SME
Jasa setting server cloud terjangkau untuk website toko pakaian online saya.,Cloud Infrastructure & Migration,SME
Bimbingan IT untuk bisnis rumahan supaya bisa bersaing dengan toko modern.,IT Strategy Consulting,SME
Kami ingin bimbingan IT untuk bisnis rumahan supaya bisa bersaing dengan toko modern.,IT Strategy Consulting,SME
"Halo, bimbingan IT untuk bisnis rumahan supaya bisa bersaing dengan toko modern.",IT Strategy Consulting,SME
Perusahaan kami membutuhkan implementasi sistem SAP ERP untuk 500 karyawan di 10 cabang.,Custom Software Development,Corporate
Kami ingin kantor kita membutuhkan implementasi sistem SAP ERP untuk 500 karyawan di 10 cabang.,Custom Software Development,Corporate
bisnis saya membutuhkan implementasi sistem SAP ERP untuk 500 karyawan di 10 cabang.,Custom Software Development,Corporate
Apakah bisa bisnis saya membutuhkan implementasi sistem SAP ERP untuk 500 karyawan di 10 cabang.,Custom Software Development,Corporate
Butuh bantuan untuk usaha perusahaan kami membutuhkan implementasi sistem SAP ERP untuk 500 karyawan di 10 cabang.,Custom Software Development,Corporate
Permintaan pengiriman dokumen RFP (Request for Proposal) untuk pengembangan core banking system.,Custom Software Development,Corporate
"Mohon info, permintaan pengiriman dokumen RFP (Request for Proposal) untuk pengembangan core banking system.",Custom Software Development,Corporate
"Halo, permintaan pengiriman dokumen RFP (Request for Proposal) untuk pengembangan core banking system.",Custom Software Development,Corporate
Kami mencari vendor IT bersertifikasi ISO 27001 untuk integrasi sistem Oracle dengan portal enterprise.,Custom Software Development,Corporate
"Halo, saya mencari vendor IT bersertifikasi ISO 27001 untuk integrasi sistem Oracle dengan portal enterprise.",Custom Software Development,Corporate
"Mohon info, perusahaan kami mencari vendor IT bersertifikasi ISO 27001 untuk integrasi sistem Oracle dengan portal enterprise.",Custom Software Development,Corporate
kami mencari vendor IT bersertifikasi ISO 27001 untuk integrasi sistem Oracle dengan portal enterprise.,Custom Software Development,Corporate
Kami ingin instansi kami mencari vendor IT bersertifikasi ISO 27001 buat integrasi sistem Oracle dengan portal enterprise.,Custom Software Development,Corporate
Butuh audit keamanan siber menyeluruh (penetration testing & vulnerability assessment) sesuai standar SLA korporasi.,Cybersecurity Audit,Corporate
